,id,name,cluster,latitude,longitude,img,call,oneliner,detail,isPark
5,travel_부산_00028,캐비네 드 쁘아쏭(미디어 갤러리),1,35.2001640994822,129.228896295351,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=40c17861-9ab3-43bf-8db9-40e24ec52bfb,,아름다운 자연을 아난티만의 감성으로 표현한 미디어갤러리,"캐비네 드 쁘아쏭은 아난티가 추구하는 자연에 대한 존중, 인문학을 향한 사랑 그리고 공존의 가치를 미디어 테크놀로지 아트로 표현했다. 전혀 다른 성격의 시설들이 한데 모여 지금까지 없었던 새로운 가치를 창조한다. 자연, 인간, 과거, 현재, 미래 가치가 공존하는 아난티만의 이야기를 만나보자.","있음(유료/기본요금 3,000원/관람객께 주차권 증정)"
407,food_부산_00226,로아누,1,35.2734857213912,129.23221537963,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=3027fe02-73df-4ee2-891e-90814c2a8a36,0507-1471-1182,기장 일광 핫한 메뉴 우대갈비 맛집,"우대 갈비가 맛있는 부산 기장 로아누는 외관은 카페 같지만, 우대갈비, 이베리코 맛집이다. 야외 우드캐빈에서 감성 캠핑을 할 수 있다. 실내석은 예약받지 않고, 우드 캐빈은 예약 필수다. 우대 갈비가 메인 메뉴이며 목살도 맛이 좋다. 우대 갈비는 2인분 이상 주문해야 한다. 우대갈비를 주문하면 직원이 간단한 설명 후 구워 주는데 우대에 붙은 살을 발라 양념 후 구워 준다. 주차 공간도 넓어서 주차하기 편리하다. 10분 거리에 롯데 프리미엄아울렛, 신세계 아울렛, 제2 롯데월드, 스카이 라이너 루지 부산, 해동용궁사 등이 있다.",있음 / 주차요금 무료
6,travel_부산_00031,해운대수목원,1,35.2303770312428,129.132576119817,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=eeba64d4-2dbe-490c-950c-9a1061c610b2,,,"본래 쓰레기 매립장이었던 곳을 수목원으로 재개발한 곳이다. 부산 시민공원보다 규모가 크다. 시원하게 뻗은 편백숲과 다양한 나무들, 향기원, 허브길, 생태습지원 등 테마별 정원이 있다. 당나귀와 타조, 양, 염소 등 동물들을 만나볼 수 있는 친환경 미니 동물원도 있다. 산책로 따라 거니는 동물들과 교감하는 특별한 경험을 할 수 있다. 어린이들이 마음껏 뛰어놀 수 있는 어린이 놀이원도 있어 온 가족이 함께하기 좋은 곳이다.",있음
95,hotel_부산_00096,호텔 농심,1,35.220244909938,129.082258806694,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=cd952931-1764-485d-a302-61dd1ee09565,051-550-2100,고객의 관광 및 비즈니스 여행에 최고의 휴식처,"호텔 농심은 동래관광호텔이란 사명으로 국내 호텔 업계의 여명기인 1960년도에 온천의 명소인 동래 온천장의 중심부에 한강이남 관광호텔로는 최초의 현대적인 숙박시설로 영업을 개시한 후 50여 년 동안 편안하고 친근한 서비스로 국내외 고객들로부터 사랑을 받아왔다. 2002년 8월에 ‘호텔 농심’으로 사명을 변경하고 240실 규모의 온천휴양형 특급관광호텔로 신축, 오픈하였다. 개관 이래 수많은 귀빈과 정재계 인사들로부터 사랑과 찬가를 받아온 호텔농심은 2005년 APEC 정상 숙소로 지정되어 세계적인 수준의 서비스를 제공함으로써 호텔의 위상을 다시 한번 드높이는 기회를 마련하였을 뿐만 아니라, 한층 업그레이드된 국제 경쟁력을 갖게 되었다.
호텔 농심은 100% 천연 온천수가 공급되어 보다 건강하고 편안한 휴식을 취할 수 있는 객실, 다양한 미각 향연이 펼쳐지는 식음료 영업장, 특별한 감동을 더하는 연회장을 갖추고 고객을 향한 진심 어린 서비스를 통해 특별한 추억을 선사한다.
특히 정통 독일 맥주를 즐길 수 있는 차별화된 콘셉트의 ‘허심청 브로이’, 국내외 관광객들로부터 온천의 명소로 각광받는 온천목욕시설로서 동양 최대의 규모를 자랑하는 ‘허심청’은 호텔 농심에서만 만날 수 있는 특별한 매력 중 하나이다. 동래CC, 부산CC, 동래산성, 범어사, 금강공원, 충렬사, 금정산 등 유명 관광지와 양산, 정관, 김해공항, 고속버스터미널 등이 인접해 있는 교통의 요충지에 위치한 호텔 농심은 고객의 관광 및 비즈니스 여행에 최고의 휴식처가 될 것이다.",주차 가능
8,travel_부산_00247,금정선원,2,35.2216163541539,129.074084461186,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=c15ccaca-155c-49e5-bb6a-ea247ee402d1,051-555-1208,금정산 기슭에 자리잡은 유서깊은 사찰,"* 금정산의 유서깊은 사찰, 금정선원 *
 

 우거진 백년노송과 기암괴석, 깎아 세운 듯한 절벽 등 산세의 수려함이 마치 작은 금강산과 같다 하여 신라 때부터 소금강이라 불렸던 부산 금정산(金井寺). 바로 이 금정산(金井山) 남동쪽 기슭에 드넓게 자리한 자연공원이 있으니 부산시민들의 넉넉한 쉼터인 금강공원이다.소금강이란 이름에서 유래된 이곳에는 잘 자란 나무가 무성한 숲을 이루고 산새를 비롯한 각종 동식물들이 있을 뿐 아니라 여러 사찰과 암자, 문화유적들이 적지 않은 곳이다. 그 중 짧은 역사에도 불구하고 한암, 효봉, 경봉, 성철, 석주스님 등 근대 한국불교계의 흔치않은 큰 거목들이 두루 주석하던 유서깊은 사찰이 있으니 바로 선학원 사찰 금정사이다. 이렇게 당대의 큰스님들이 한 절에 모인 예는 무척 드문 일로 1950년 한국전쟁 당시 합천 해인사의 가야총림이 문을 닫고 스님들이 남하하게 되자 그해 겨울 효봉 방장스님은 금정선원, 그리고 그 제자 구산스님은 진주 응석사에 주석하시면서 이 일대의 선풍이 드날리게 되는 계기가 되었다 한다. 또한 금정사는 근대 최초의 방생지로 유명한 곳이다.
 

 예로부터 우리나라에는 전국에 걸쳐 많은 방생지가 있었는데 세월이 흐르면서 유명무실해지자 2004년 입적한 칠보사 조실 석주스님이 이곳에 절 마당을 파고 방생지를 설립, 그물이나 낚시로 인해 또다시 화를 입는 물고기들을 위한 회향터를 이루었다 하니 방생의 참뜻을 되짚어 보는 계기가 되기도 한다. 1924년 금우(金牛)스님에 의해 초창된 금정사는 고승대덕들이 왕래하며 머문 참선도량으로 푸른 선지를 휘날렸을 뿐 아니라 재가불자들의 참선수행을 위한 선원을 개설하는 등 정통선원으로 거듭나 있다.
 

 * 조선시대 사형장이었다고? 금정사의 설화 및 역사 *
 

 금정사는 1924년 금우스님에 의해 기도처로 창건됐다. 구전에 이곳이 절골이었다는 것으로 미루어 그 오랜 옛날에는 사찰이 있었던 자리였으리라 짐작하지만 전해오는 문헌이나 기록은 전무하다.지금으로부터 1백여년 전인 조선말기, 금정사가 자리한 이곳은 동래부의 사형집행장이었다고 한다. 지금과 달리 인적도 드물고 산세도 험하던 시절이라 비만 오면 이곳에서 형장의 이슬로 사라진 원혼들의 울음소리가 들려 인적은 더욱 드물게 되었다. 인적이 드물어지자 나병환자들이 모여들어 집성촌이 형성되는 바람에 아랫마을 사람들의 원성이 더욱 높아져 동래부사와 금우스님이 이곳에 토굴을 짓고 기도처로 자리잡았다고 한다. 홀로 목탁을 치며 죽어간 원혼들을 달래주던 스님은 훗날 신도들이 하나둘 생겨나자 원력을 세워 사격을 갖추기 시작했다. 그 뒤 금정사는 1954년 무렵부터 석주스님의 도움으로 중창을 거듭했으며 1993년 대대적인 중창 이후 참선수행도량으로 탈바꿈하게 된 것이다.",없음
409,food_부산_00460,세연정,2,35.2051766557692,129.076936721961,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=55cfdadf-fc2e-44ba-9971-743d2a9a36a2,051-506-6666,특허받은 상황버섯이 양념소스의 비법! 건강하고 맛있는 소고기 맛집 '세연정',"※ 식품의약품안전처 음식점 위생등급 : 매우 우수(2017년)

세상의 인연이 머무는 뜰을 의미하는 세연정은 고객을 하늘이 맺어준 귀한 인연으로 생각하고 정성을 다한다.

이곳의 모든 양념 소스는 특허받은 상황버섯을 넣는다. 이곳 명품 꽃등심은 소고기의 꽃으로 불리는 국내산 꽃등심의 화려한 마블링이 생명이다. 이와 더불어 입안에서 살살 녹는 부드러운 육질과 맛이 끝내준다. 이밖에 사르르 고소한 육즙이 흐르는 특갈빗살과 생갈빗살, 갈빗살을 양념에 재워 부드럽고 향이 좋은 갈빗살 양념구이, 얇고 부드러운 맛을 자랑하는 차돌박이 등이 당신을 기다린다.",
11,travel_부산_00010,회동수원지,2,35.2252082178985,129.116618344367,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=78076499-1afa-4960-ac85-f6274a704fec,,오륜대라고 불린 아름다운 경치,"회동수원지는 1930년대 말, 가뭄으로 인한 물 부족을 해소하기 위해 조성한 인공저수지다. 경상남도 양산시 원효산 남쪽 계곡에서 발원한 수영강이 철마천과 만나는 부산시 금정구 오륜동과 회동동에 걸쳐 있다. 1964년 상수원 보호구역으로 지정됐던 회동수원지 일대는 45년 만인 지난 2010년 일반에 개방됐다. 부산시 금정구청의 ‘인문학과 함께하는 땅뫼산 소풍여행’은 회동수원지를 따라 조성된 땅뫼산 황토숲길에서 진행된다. 생태의 보고로 불리는 땅뫼산 황토숲길은 상현마을에서 동천교를 잇는 부산갈맷길 8-1구간 가운데 풍광이 가장 아름다운 곳이다. 1km 남짓 이어지는 길은 오르내림 없이 평탄해 누구나 편하게 걸을 수 있다.",
9,travel_부산_00225,킴스아트필드미술관,2,35.2524143878144,129.054201656223,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=7f797ff4-c33b-4abd-9967-62f660610038,051-517-6800,다양한 문화예술의 체험 기회를 제공하는 미술관,"킴스아트필드 미술관은 2006년 4월 1일 개관한 비영리 사립미술관(부산광역시 등록미술관 제4호)으로서 크고 작은 전시들과 다양한 문화예술프로그램을 진행하고 있다. 킴스아트필드 미술관은 매년 3회의 기획전과 2회의 다원매개예술프로그램을 개최하여 전시공간으로서의 기능뿐만 아니라 음악, 공연, 문학 등 타 예술 장르를 매개로 한 다원문화예술공간을 지향하고 있다. 또한, 현대미술작품 감상의 이해를 돕기 위해 전시연계프로그램과 문화소외계층의 다양한 문화체험 기회를 제공하기 위한 지역사회봉사프로그램을 운용하고 있다.
 

 * 개관일 2006년 09월 12일","있음(제1전시관_약 소형2대, 대형1대 / 제2전시관_소형10대, 대형1대 주차 가능)"
152,food_부산_00247,미미루,2,35.2194947299668,129.082953641258,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=12be0dff-bc3c-45f0-bd38-f086fb1f1fd8,051-555-6609,단품 요리가 맛있는 온천장 중식 맛집,"2022 부산광역시 선정 부산의 맛 미미루다. 미미루는 온천장 허심청 야외 주차장 옆에 있는데 온천장 지하철역에서 천천히 걸어서 10분이면 도착할 만큼 접근성도 좋다. 그리고 다채로운 메뉴로 시선을 사로잡는다. 식사류 메뉴에는 계란 프라이가 전부 올려져 나오는 것이 이색적이다. 진짜 중국 식당 같은 인테리어로 외국에 온 듯한 것이 인상적이다. 푸짐한 양과 맛으로 유명한만큼 웨이팅이 많은 중국 음식점이다. 전용 주차장은 없고, 근처 유료 주차장을 이용할 수 있다. 허심청 온천탕, 금강공원이 인접해 있어 함께 둘러보기 좋다.",있음(무료)
10,travel_부산_00207,아이리,2,35.2542230109083,129.051901893883,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=ffdf2ac2-03b9-4057-adb7-93d611ba62d8,,꿈과 모험이 깃든 아이들의 숲 속 체험 놀이터,허브랑야생화는 부산 금정산에 위치한 사설 숲 체험원으로 원 내에는 금정산의 아름다운 경관과 함께 천여 개의 편백 나무숲과 자작나무 정원 등 숲 체험과 산림욕을 할 수 있는 공간과 계절별로 다양하게 허브와 야생화를 보고 느끼고 체험할 수 있는 정원이 어울려져 있다. 자연체험으로 건강한 교감을 통해 자연 속에서 힐링을 느낄 수 있다.,
