,id,name,cluster,latitude,longitude,img,call,oneliner,detail,isPark
6,travel_부산_00120,삼익비치수변공원,1,35.1461443836988,129.115325581127,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=d2d0c1d3-17be-4b26-ab9c-24c207ceaff8,,,"광안리해수욕장이 한눈에 들어오는 삼익비치 수변공원은 낮에는 산책이나 자전거를, 밤에는 화려한 야경을 즐기기에 더없이 좋은 장소다. 특히 부산을 대표하는 야경명소로 꼽히는 광안리해수욕장은 푸른 바다와 우리나라 최초의 2층 해상교량이자 최대 규모의 현수교를 자랑하는 광안대교가 어우러진 풍광이 압권이다. 시간대와 요일, 계절별로 무려 10만 가지 이상의 다양한 색상을 연출하는 경관 조명시설도 야경의 화려함을 더한다. 삼익비치 수변공원에서 바라보는 광안대교는 해수욕장과는 또 다른 각도로 매력을 뽐낸다. 해 질 무렵의 핑크빛 노을도 더 가까이에서 감상할 수 있다. 해마다 봄이 되면 현지인들은 물론 관광객들도 일부러 찾는 삼익비치 벚꽃길과도 연결돼 볼거리를 더한다.",주차가능
218,food_부산_00251,하론테라스,1,35.1568124461,129.134474818443,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b230adae-65c1-420e-98ba-6912532eb19b,0507-1401-5556,야경이 멋진 파스타 맛집,"광안리 뷰 맛집으로 알려진 하론테라스는 광안대교와 마린시티 바다 전망을 볼 수 있는 이탈리안 레스토랑이다. 주차는 건물 1층을 이용하면 되는데 점심시간, 주말에는 협소하여 근처 공영주차장 이용을 추천한다. 큰 규모의 내부는 조명, 라탄, 식물 등을 활용하여 이국적인 분위기가 느껴지는 곳이다. 창가 쪽 자리는 통창으로 낮에는 탁 트인 바다 전망을 볼 수 있고, 저녁에는 화려한 부산의 야경을 볼 수 있다. 또 야외 공간에 앉으면 마린시티 뷰를 한눈에 볼 수 있어 날이 좋을 땐 사람들로 꽉 찬다. 착석 후 테이블에 있는 키오스크로 주문을 하면 되는 하론테라스는 파스타 맛집으로도 알려져 있다. 근처 걷기 좋은 민락공원과 수변공원도 있어 함께 둘러보기 좋다.
※ 반려동물 동반 불가",있음 / 주차요금 무료
7,travel_부산_00224,누리마루 APEC하우스,1,35.1523420491527,129.151361902653,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1a863a9f-4bf6-4215-a407-2a63616ef54f,051-743-1974~5,"동백섬의 새로운 명물, 누리마루 APEC하우스","* 동백섬의 새로운 명물, 누리마루 APEC하우스 *
 

 누리마루 APEC하우스는 2005년 11월 18~19일에 열린 제13차 APEC 정상회담 회의장으로 해운대구 중동(中洞)의 동백섬에 세운 건축물이다. 누리마루 APEC하우스 명칭은 순수 우리말인 누리(세상, 세계),마루(정상, 꼭대기)와 APEC회의장을 상징하는 APEC하우스를 조합한 것으로“세계정상들이 모여 APEC회의를 하는 집”이라는 뜻을 가지고 있다. 울창한 동백나무와 송림으로 둘러싸인 자연경관이 아름다운 동백섬에 위치해 있으며 APEC 이후 기념관 및 고급 국제회의장으로 활용되고 있다.
 

 누리마루는 지상 3층의 건축물로 건물 전체의 조형은 한국전통의 건축인 “정자”를 현대적으로 표현했으며, 지붕의 형태는 동백섬의 능선을 형상화하였고, 내부장식은 한국의 창조적 전통문화를 시각적으로 표현하였다. 우리나라 대청마루를 컨셉으로 한 테라스에서는 오륙도, 광안대교, 달맞이 언덕 등을 조망할 수 있으며, 해운대 해수욕장과 인접하여 해운대 절경을 감상 할 수 있을 뿐만 아니라, 자연미와 현대미를 고루 갖춘 고품격 국제 회의장으로서의 면모를 갖추고 있다.
 

 * 알면 재미있는 누리마루 APEC하우스 건물 디자인 *
 

 누리마루 APEC하우스의 전체 건물 구조는 한국 전통 건축인 정자를 현대식으로 표현하였으며, 지붕은 동백섬의 능선을 형상화하였다. 12개의 외부 기둥은 부산의 역동적인 모습을, 내부 장식은 한국의 전통문화를 시각적으로 표현하였다. 그 밖에 대들보 꼴로 만들어 전통 단청을 입힌 로비 천장과 대청마루 느낌을 받도록 한 로비 바닥, 석굴암 천장을 모티브로 설계한 정상회의장, 구름 모양을 형상화한 오찬장 등 건물 구석구석마다 한국 전통 양식이 짙게 배어 있다.",주차 가능
94,hotel_부산_00095,아난티 힐튼,1,35.198193058227,129.228583889941,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=25c09b92-9400-4623-9299-02c3bc7db966,051-509-1111,하늘과 바다를 가득 안은 완벽한 휴식처,"아난티 힐튼은 부산의 숨은 아름다운 해변을 품은 기장에 위치해 도심 속에서 만나는 완벽한 휴식처(Urban Destination Retreat)’라는 차별화된 컨셉과 규모, 서비스로 이국적이고 색다른 경험을 누릴 수 있다. 아난티 힐튼은 최근 부산의 새로운 관광 명소로 각광받고 있는 오시리아 관광단지의 중심이자 아난티 코브에 위치해 해운대 해수욕장과 센텀시티, MICE 산업의 중심지인 BEXCO에서도 지리적 이점과 편리한 접근성을 갖추고 있다. 60㎡ 이상의 넓은 객실 규모를 갖춘 객실에서는 프라이빗 발코니가 마련되어 푸른 빛 청명한 하늘을 배경으로 탁 트인 오션뷰 또는 마운틴 뷰를 마음껏 감상 할 수 있다. 동서양을 넘나드는 라이브 쿠킹 스테이션, 다모임 레스토랑에서는 트렌디한 다이닝을 경험할 수 있으며, 최고 층에 위치한 맥퀸즈 라운지에서는 여유로운 오후를 위한 애프터눈티를, 맥퀸즈 바에서는 바다를 마주하며 프렌치 믹솔로지스트가 선사하는 다양한 칵테일을 즐길 수 있다.
파노라믹처럼 펼쳐지는 오션 뷰를 마주한 대규모 연회장과 7개의 미팅과 이벤트를 위한 공간을 갖추고 있으며. 그랜드 볼룸은 1,417sqm 규모로 최대 1,500명까지 수용이 가능하고, 볼룸은 977sqm 규모로 아름다운 오션뷰를 감상할 수 있다. 특히 환상적인 바다 전망의 웨딩 채플과 오션 테라스에서는 프라이빗하면서도 이국적인 웨딩을 실현할 수 있다. 여름에는 바다와 맞닿은 듯한 인피니티 풀, 성인 전용 인피니티풀, 키즈 풀, 자쿠지 등 취향에 따라 선택할 수 있으며, 피트니스와 사우나, 테라피룸 등의 부대시설들이 함께 마련되어 있다. 겨울에는 천연 온천욕을 즐길 수 있는 아난티 워터하우스와 국내외 서적들과 다양한 소품으로 가득한 이터니 저니가 있어, 레저와 문화를 동시에 경험할 수 있으며 사계절 내내 완벽한 휴식을 선사한다.

* 우리나라 최고의 오션 인피니티 풀
외국의 유명 리조트처럼 바다와 맞닿은 오션 인피니티 풀을 경험하고 싶다면, 제대로 된 호텔 서비스를 누리며 여유로운 물놀이를 즐기고 싶다면 아난티 힐튼을 추천한다.
18.5 x 40 x 1m 규모의 인피니티 풀을 비롯해 2층에 위치한 성인 전용 인피니티 풀 등 마치 외국에 온 것 같은 분위기를 자아내는 아난티 힐튼의 야외 수영장은 여유로운 물놀이와 동선을 제공한다. 풀 사이드에 넉넉하게 준비된 데이 베드는 태닝을 하거나 낮잠을 즐기기에 적합하다.
아난티 힐튼은 실내 수영장도 특별하다.
전면이 통유리로 둘러싸여 있어 사계절 내내 바다 풍경을 감상하며 수영을 즐길 수 있고, 다양한 넓이와 깊이의 풀을 갖추어 아이들도 안심하고 이용할 수 있다.

* 따로, 또 같이 가족 여행에 최적화된 넓고 여유로운 객실
아난티 힐튼의 모든 객실은 일반 호텔의 1.5배 이상인 프라이빗 발코니 포함 약 21평(70㎡)의 넓은 규모로 보다 쾌적하고 편안한 휴식의 즐거움을 선사한다. 객실마다 프라이빗 발코니가 있어 바다와 숲의 풍경, 바람과 공기를 보다 가까이 누릴 수 있다.
트윈 베드 객실에는 두 개의 침대를 하나로 연결할 수 있는 레일 시스템이 적용되어 있어 어린 자녀와 함께하는 여행에서 보다 안전하고 편안한 수면이 가능하다.
또한 여러 명의 일행과 동반 여행 시 커넥팅 룸을 선택한다면 두 개의 객실을 따로 또 같이 사용하는 편리함도 누릴 수 있다.

아난티 코브의 펜트하우스는 회원제로 운영되므로 주차장 및 출입에 제한이 있다.",주차 가능(400여대)
8,travel_부산_00173,월전포구(월전방파제),2,35.2378637098117,129.245349149867,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b8826ba6-58d2-4e8c-bb22-30ae12e30f58,,아담한 항구로 장어구이가 유명한 곳,"월전포구는 아담한 항구로 장어구이가 유명하다. 때문에 포구 주변으로 작은 횟집들과 장어구이집들이 올망졸망 몰려 있다. 월전 방파제에서는 낚시를 즐기는 낚시꾼들이 새벽부터 자리를 잡는 모습이 흔하다. 월전방파제 끝에 세워진 월전등대는 2009년 9월부터 첫 점등을 했다고 하는데 월전-마음에 뜬달이라는 의미를 지닌다. 다른 등대와는 달리 1, 2층이 전망대로 구성되어 둘러보기 좋다. 인근에는 월전 꽃동산, 월전활어판매장이 위치해 있으며, 월전 꽃동산에서는 해변을 따라 걸을 수 있도록 산책로가 마련되어 있다.",
198,food_부산_00345,튼튼장어 무한리필,2,35.2601003617027,129.233139763539,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=6bb291dd-d4fb-46b9-a48e-c2c03a8e4801,051-722-5599,질 좋은 장어를 무제한으로 먹을 수 있는 곳,"부산 일광역 1번 출구 근처에 있어 접근성이 뛰어난 튼튼장어는 뷔페를 겸한 무한리필 장어 전문점이다. 잘 손질된 장어를 직접 골라 불판에서 구워 먹을 수 있다. 장어 외에도 삼겹살, 훈제 오리, 소시지, 주꾸미, 새송이 등 여러 종류의 메뉴를 무제한으로 이용할 수 있다. 셀프 반찬대에는 깻잎, 마늘, 양파, 초 생강, 고추냉이, 쌈무 등 여러 가지의 채소가 있다. 또 샐러드, 치즈스틱, 치킨 윙, 볶음밥, 초밥, 구운 떡, 오렌지, 방울토마토 등 밥과 디저트가 준비되어 있다. 기본 흰쌀밥과 장엇국도 제공된다. 장어를 잘 못 먹는 아이도 다양한 메뉴가 준비되어 있어 부담 없이 올 수 있다. 4세 이하는 무료 이용할 수 있으며 만 65세 이상은 경로 우대 할인이 가능하니 방문 시 신분증 또는 사진을 가지고 가면 좋다. 식당 바로 앞 일광해수욕장이 있어 식사 후 가볍게 산책하는 것도 좋다.",있음(무료)
9,travel_부산_00071,젖병등대,2,35.2137050134373,129.223291136164,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=e2c7359b-de2e-4f15-9da8-d02e47a53ac7,,,"2009년 부산지방해양항만청에서 만든 젖병 모양의 등대다. 등대를 세운 2009년은 부산이 전국에서 출산율이 가장 낮은 도시로 10년째 선정되던 해로, 저출산 시대의 위기를 극복하고자 출산 장려를 기원하는 의미에서 만들어졌다. 부산에 사는 영·유아 144명의 발 도장과 손 도장이 양각으로 제작되어 있다. 방파제 길을 따라가면 연도별로 출산율이 어떻게 변화해왔는지도 볼 수 있다. ‘딸·아들 구별 말고 둘만 낳아 잘 기르자’던 시대에서 ‘잘 키운 딸 하나 열 아들 안 부럽다’가 되었다가 이제는 ‘아이가 미래’라는 시대가 되었다. 이색적인 등대에서 인생 샷을 찍기 위해 전국에서 많은 관광객들이 몰려들고 있다.",있음
10,travel_부산_00039,롯데월드 어드벤처 부산,2,35.1960618136802,129.213206917811,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b958fb33-4fa5-45e8-baa6-59c33d07c9d4,,숲속의 청량함! 짜릿한 스릴감!,"마법과 환상의 세계! 롯데월드 어드벤처가 부산에서 개장했다. 숲속의 청량함과 짜릿한 스릴감을 완벽하게 즐길 수 있도록 준비되어 있다. ''놀이공원''하면 떠오르는 언제나 즐겁고 신나는 공연 그리고 퍼레이드를 경험할 수 있다.
 부산롯데월드는 대한민국 제 2의 도시라고 불리는 부산에 세워진데다 대중교통을 이용한 접근성도 편리해 개장 첫날부터 끊임없는 발길이 이어지고 있다. 롯데월드 부산은 6개의 테마존으로 꾸려져 있다. 요정 마을 팅커폴스 존 중심에 토킹트리가 있는데 이 나무는 애니매트로닉스 기술이 적용되어 파크 내 6개 테마에 대한 이야기를 들려준다. 롯데월드 내 가장 높은 곳에 위치한 로얄가든 존의 로리캐슬은 물에 떠있는 듯한 모습으로 연출되어 있으며 부산의 전경과 함께 기장 앞 바다를 한눈에 즐길 수 있다. 이외의 놀이 기구들 특히 자이언트 디거, 자이언트 스플래쉬 등 대표 어트랙션은 그 짜릿함이 벌써 입소문을 타고 있다.
 이렇게 어른들을 위한 어트랙션 뿐만 아니라 유아를 동반한 가족 이용객을 위한 놀이 기구도 준비되어 있다. 날씨와 관계 없이 아이와 안전하게 즐길 수 있도록 실내에 배치되어 있다. 놀이공원의 하이라이트라고 할 수 있는 퍼레이드는 하루에 2번, 약 30분간 진행된다.",주차가능
407,food_부산_00226,로아누,2,35.2734857213912,129.23221537963,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=3027fe02-73df-4ee2-891e-90814c2a8a36,0507-1471-1182,기장 일광 핫한 메뉴 우대갈비 맛집,"우대 갈비가 맛있는 부산 기장 로아누는 외관은 카페 같지만, 우대갈비, 이베리코 맛집이다. 야외 우드캐빈에서 감성 캠핑을 할 수 있다. 실내석은 예약받지 않고, 우드 캐빈은 예약 필수다. 우대 갈비가 메인 메뉴이며 목살도 맛이 좋다. 우대 갈비는 2인분 이상 주문해야 한다. 우대갈비를 주문하면 직원이 간단한 설명 후 구워 주는데 우대에 붙은 살을 발라 양념 후 구워 준다. 주차 공간도 넓어서 주차하기 편리하다. 10분 거리에 롯데 프리미엄아울렛, 신세계 아울렛, 제2 롯데월드, 스카이 라이너 루지 부산, 해동용궁사 등이 있다.",있음 / 주차요금 무료
11,travel_부산_00248,해동 용궁사(부산),2,35.1882392674714,129.223245860198,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=0cd9365b-d018-4963-8d5b-a7e4ad9576e4,051-722-7744,바닷물이 바로 발 아래서 철썩대는 수상법당,"* 소원을 이루어주는 염험한 곳, 해동 용궁사(부산) *
 해동 용궁사는 1376년 공민왕(恭民王)의 왕사(王師)였던 나옹대사(懶翁大師)의 창건으로 한국삼대관음성지(三大觀音聖地)의 한 곳이며 바다와 용과 관음대불이 조화를 이루어 그 어느 곳보다 신앙의 깊은 뜻을 담고 있으며, 진심으로 기도를 하면 누구나 꼭 현몽을 받고 한가지 소원을 이루는 염험한 곳으로 유명하다. 임진왜란의 병화로 소실되었다가 1930년대 초 통도사의 운강(雲崗)이 중창하였다. 1974년 정암(晸菴)스님이 이 절의 주지가 되어 관음도량으로 복원할 것을 발원하고 백일기도를 하였는데, 꿈에서 흰옷을 입은 관세음보살이 용을 타고 승천하는 것을 보았다 하여 절 이름을 해동용궁사로 바꾸었다.
 

 현존하는 건물은 대웅전을 비롯하여 굴법당·용왕당(용궁단)·범종각·요사채 등이 있다. 대웅전은 주지 정암이 1970년대에 중창하였다. 대웅전 옆에 있는 굴법당은 미륵전이라고 하여 창건 때부터 미륵좌상 석불을 모시고 있는데 자손이 없는 사람이 기도하면 자손을 얻게 된다 하여 득남불이라고 부른다. 대웅전 앞에는 사사자 3층 석탑이 있다. 원래 이 자리에는 3m 높이의 바위(미륵바위)가 있었는데 임진왜란 때 절이 폐허가 되고 6·25전쟁 때 해안경비망 구축으로 파괴됨에 따라, 1990년에 정암이 파석을 모으고 손상된 암벽을 보축하여 이 석탑을 세우고 스리랑카에서 가져온 불사리 7과를 봉안하였다. 이밖에 단일 석재로는 한국 최대의 석상인 약 10m 높이의 해수관음대불, 동해 갓바위 부처라고도 하는 약사여래불이 있다. 절 입구에는 교통안전기원탑과 108계단이 있고, 계단 초입에 달마상이 있는데 코와 배를 만지면 득남한다는 전설이 전한다.
 

 * 해동용궁사 인근의 볼거리 *
 주차장에서 내려 2분만 걸어가면 동양철학의 육십갑자 십이지상이 봉안되어 있고 우리 모두의 안정운행을 기원하는 교통 안정 기원 탑이 조심운전을 당부한다. 풍광을 찬탄한 춘원 이광수의 시비와 ""청산은 나를 보고 말 없이 살라하고 창공은 나를 보고 티없이 살라하네"" 라고 노래한 저 유명한 나웅화상의 시귀는 잠시나마 나 자신을 다시 한번 돌아보게 한다. 용문석굴을 지나 108돌계단을 한 계단 한계단 내려가면 정렬된 석등군, 검푸른 넓은 바다는 실제 용궁으로 들어가는 기분으로 감탄과 환희 그 자체이다. 왼쪽으로 백호바위에 약사여래석불이 모셔져 있고 조금만 더 가면 해가 제일 먼저 뜨는 일출암이 자리하고 있다.",
